id,sentence1,sentence2,label
824,برنامه تولید واکسن ویروس کرونا با سرعت بالا بودجه می‌خواهد. ترامپ یا بایدن که خودشان نمی‌روند در آزمایشگاه واکسن کشف کنند. بودجه تامین می‌کنند تا متخصصان و دانشمندان این کار را انجام دهند. طرح واکسیناسیون ۳۰۰ میلیون نفر را تا ژانویه ۲۰۲۱ درست و قابل دفاع بود‌ و رئیس جمهور ایالات,ترامپ با فریاد سر دادن ساخت داروی کرونا می‌خواهد در بین مردم جهان محبوب بشود غافل از اینکه منفور ترین شخص در جهان است #تحریف_دشمنی,nonparaphrase
825,@paatesi اینا کارهای لحظه ایو مقطعی هستش روی بایدن حساب کردن اگر بایدن نیاد بورس ده تام بشه کاری ازش برنمیاد.,@tanasoli اگر بایدن انتخاب بشه چه قیامتی بشه تو صف گرین کارت ، کورونا هم که هست ، احتمالا دولت و مجلس و.. رو بصورت غیر حضوری از خاک شیطان بزرگ اداره خواهند کرد,nonparaphrase
826,واکسن کرونا رو روی این‌جاکش امتحان کنین اگه زنده موند واکسن ایمنه اگه مُرد کشور ایمنه   #Justice4navid https://t.co/hv4MEpG5LP,واکسن کرونا رو باید روی مسئولین آزمایش کرد:   اگه زنده ماندند ، واکسن ایمن است.  اگه فوت شدن  ،کشور ایمن است ((((:,paraphrase
827,گربه های توی کوچه ی ما از اینا بیشترن ،جمع کنید خجالت بکشید جلو کاخ سفید آبرو ریزی نکنید  الان خود ترامپ از پنجره نگاه میکنه میگه ، ما با این همه امکانات هیچ...نخوردیم 😂  برید خونه امار کرونا رو بیشتر نکنید😂  #سلطنت_طلب   #شاه  #کاخ_سفید  #آمریکا https://t.co/bPYIO40mU9,ترامپ تروریست: «اظهارات سیاسی می‌شنویم که مردم را درباره واکسن کرونا نگران می‌کند. واکسن کرونا امن خواهد بود و مردم آمریکا به زودی درباره واکسن کووید-۱۹ شگفت زده خواهند شد.»  دیگه چه جوری بگه کار خودمونه؟!  #کرونای_امریکایی,nonparaphrase
828,شاید بسیاری تحت تاثیر اخبار رسانه‌ها فکر می‌کنند کرونای چینی، آنچنان اقتصاد آمریکا را نابود کرده است که ترامپ بازنده‌ی انتخابات ماه نوامبر است. آیا براستی چنین است؟ باید به اطلاع شما برسانم در همین دوران کرونا سهام شرکت اپل چهار روز پیش از مرز ۲ تریلیون دلار گذشت و تاریخ‌ساز شد! https://t.co/6IwceKnhxO,@roshangarnasl انگلیس و فرانسه اعلام کرده اند که کورونا در کشورشان بالا رفته است. اینهم یکی دیگر از گناه های ترامپ است که نتوانسته است جلوی کورونا را در ان کشور ها بگیرد. بایدن گویا برنامه کاملی برای از بین بردن کرونا دارد.,nonparaphrase
829,پرزیدنت ترامپ دقیقا جمله لیدر ری استارت رو تکرار کرد: این برگه رای های پستی که به مردم می دید، ممکنه آلوده به ویروس کرونا باشد.    توییتر این توییت رو محدود کرده.  #Cyrus_I 👉 @restartleader  #Restart_opposition  #MAGA #MIGA  #TrustTrump https://t.co/FDVIrhIfiz,کرونا جنگ اقتصادی بین ابر قدرت های جهان و شکست آمریکا در جهان. دنیای پسا کرونا درست مانند جهان پس از 11 سپتامبر و 17 سپتامبر دیگر شبیه قبل نخواهد بود. خطرناک تر از کرونا تفکر حاکم بر مدیران آمریکا و ویروس خطرناکی چون ترامپ و تفکر یکجانبه گرایانه لابی قدرت حاکم بر آمریکاست. https://t.co/Ng1p2Gjkas,nonparaphrase
830,وقوع انفجار در نزدیکی سفارت روسیه در کابل,بمب‌گذاری در نزدیکی سفارت روسیه در کابل,paraphrase
831,بومرنگ برگشت و خورد تو صورت خودشون. تا دیروز Summer of Love و اینا بود و حالا شد خشونت. اینا برای تصاحب قدرت با جان مردم بازی میکنن. وسط کرونا تشویق میکنن تو دسته‌های چند هزار نفری بریزن بیرون اعتراض! آتش زدن و غارت و کشته و زخمی شدن شد نتیجه‌ش. حالا اینم انداختن تقصیر ترامپ https://t.co/WUeW7MDYLq,🔷پرزیدنت ترامپ چهار فرمان اجرایی به منظور ارائه حمایت مالی از آمریکاییان در برابر آسیب‌های شیوع ویروس کرونا امضا کرد. 2/2 https://t.co/wf0fkwDOfb https://t.co/jacFevq7Lc https://t.co/317oyHr6lH,nonparaphrase
832,دخترپوتین اولین دریافت کننده واکسن کرونا https://t.co/5sBXKQrkjk,این روزا چی ذهنتونُ درگیر خودش کرده ؟ ‌ خودم: واکسن کرونا چنده ؟ https://t.co/L3aYo2JaQn,nonparaphrase
833,در آمریکا، گردهمایی سراسری حزب جمهوری خواه دیروز با اعلام رسمی نامزدی دونالد ترامپ در انتخابات ریاست جمهوری، کارش را آغاز کرد. آقای ترامپ در سخنانی، دموکرات‌ها را متهم کرد که می‌خواهند از همه‌گیری کرونا سوءاستفاده کنند تا در انتخابات پیروز شوند. خشایار جنیدی گزارش می‌دهد. https://t.co/U6rQxXnjJI,ترامپ برای نجات دادن خود و بهبود وضعیت کشورش از شورش مردم به دروغ اعلام ساخت داروی کرونا را میدهد تا شرایط را کمی آرومتر کند #تحریف_دشمنی,nonparaphrase
834,به گزارش سایت رسمی باشگاه استقلال، باشگاه استقلال روز سه شنبه با انتشار بیانیه ای نسبت به اتفاقات داوری دیدار این تیم برابر نفت تهران واکنش نشان داد.,به گزارش بولتن نیوز؛ باشگاه استقلال روز سه شنبه با انتشار بیانیه‌ای بر روی سایت رسمی خود نسبت به اتفاقات داوری دیدار این تیم برابر نفت تهران واکنش نشان داد.,paraphrase
835,وضعیت تولید واکسن کرونا یک جوری شده که فکر کنم ترامپ خودش شخصا سرنگ برداره یک چیزی به عنوان واکسن کرونا به تک تک مردم آمریکا تزریق کنه تا رای جمع کنه 😄,ترامپ تروریست: «اظهارات سیاسی می‌شنویم که مردم را درباره واکسن کرونا نگران می‌کند. واکسن کرونا امن خواهد بود و مردم آمریکا به زودی درباره واکسن کووید-۱۹ شگفت زده خواهند شد.»  دیگه چه جوری بگه کار خودمونه؟!  #کرونای_امریکایی,nonparaphrase
836,@hoora_110 @AfsharMahnaz ولی من پیشنهاد بهتری برای تو ورایفی پور دارم بسم الله  واکسن کرونا رو باید روی مسئولین آزمایش کرد :  1- اگر زنده ماندند، واکسن ایمن است .  2- اگر مردند ، کشور ایمن است  😂😂😂,واکسن کرونا رو باید روی اعضای هیئت دولت تست کنن اگه زنده موندن، واکسن ایمن است اگر مردن، کشور ایمن است😈💀🤙 . . #سوس_ماست #مجنون_۳۱۵,paraphrase
837,@pouriazeraati البته لازمه یاد اور شد که حزب الله و شیعه سیاسی جلوی داعش ایستادند و او را نابود کردند وگرنه داعش اروپا و امریکا را تا به حال گرفته بودو تو الان به جای توئیت زدن داشتی بچه داعشی هایی که مادر و همسرت دنیا اورده بودن بزرگ می کردی  مطمئنا و قویا اربابانت این ارزو رو به گور می برند😉,تو این دنیای کثیف همه آدمها فقط سر کارن   با ترامپ با حزب الله با داعش با طالبان با ج ا با جنگ بین کشورها با اتحادیه اروپا با سازمان ملل  با کرونا با برندها  با شرکتهای داروی  با کارتون سیمسون ها و با خیلی چیزهای دیگه که شما می تونید منشن کنید.,nonparaphrase
